no polarizar,,,polarizer horizontal,,,polarizer vertical,
"Polarization of Light 'Brewsters' Data File Wed, Mar 15, 2023 10:34 AM",,,"Polarization of Light 'Brewsters' Data File Wed, Mar 15, 2023 10:40 AM",,,"Polarization of Light 'Brewsters' Data File Wed, Mar 15, 2023 10:43 AM",
Sensor Position (Degrees),Light Intensity (Volts),,Sensor Position (Degrees),Light Intensity (Volts),,Sensor Position (Degrees),Light Intensity (Volts)
309.01667,0.02363,,287.05,0.00784,,296.05,0.01477
309.11667,0.01928,,287.13333,0.00655,,296.2,0.01638
309.23333,0.02685,,287.21667,0.00994,,296.35,0.01171
309.36667,0.02862,,287.31667,0.01251,,296.51667,0.00832
309.46667,0.02701,,287.4,0.01477,,296.63333,0.00285
309.6,0.0283,,287.46667,0.05907,,296.76667,0.00075
309.71667,0.0283,,287.51667,0.24753,,296.85,0.00333
309.78333,0.02556,,287.55,0.37752,,296.95,0.00092
309.83333,0.02524,,287.6,0.44663,,296.98333,0.00092
309.88333,0.0312,,287.63333,0.47321,,297.03333,0.00253
309.93333,0.02653,,287.66667,0.4848,,297.08333,0.00188
310,0.02765,,287.68333,0.49318,,297.13333,0.00446
310.08333,0.03104,,287.71667,0.49656,,297.2,0.00156
310.16667,0.02669,,287.75,0.49656,,297.25,0.00317
310.23333,0.02637,,287.76667,0.4877,,297.31667,0.00398
310.26667,0.02975,,287.8,0.48191,,297.45,0.00317
310.3,0.02798,,287.81667,0.49012,,297.6,0.00575
310.35,0.02733,,287.83333,0.48915,,297.75,0.008
310.38333,0.02653,,287.85,0.48658,,297.91667,0.00736
310.41667,0.0283,,287.88333,0.49076,,298.08333,0.01332
310.46667,0.02733,,287.9,0.4848,,298.26667,0.01606
310.53333,0.02814,,287.96667,0.47949,,298.53333,0.02008
310.61667,0.02814,,288.08333,0.42891,,298.76667,0.0167
310.71667,0.02717,,288.2,0.39975,,298.88333,0.02105
310.81667,0.03023,,288.31667,0.37044,,298.98333,0.01573
310.9,0.02266,,288.38333,0.27153,,299.11667,0.01944
311.01667,0.02218,,288.48333,0.17037,,299.3,0.01525
311.13333,0.02266,,288.58333,0.11995,,299.56667,0.00849
311.23333,0.02105,,288.7,0.05874,,299.9,0.01155
311.33333,0.02314,,288.8,0.03587,,300.21667,0.01702
311.41667,0.02556,,288.88333,0.02282,,300.46667,0.01815
311.46667,0.02701,,288.98333,0.01912,,300.68333,0.0196
311.53333,0.02814,,289.08333,0.01477,,300.85,0.01718
311.6,0.02121,,289.16667,0.02024,,300.98333,0.02411
311.65,0.01815,,289.25,0.01718,,301.1,0.01735
311.7,0.01557,,289.35,0.0225,,301.26667,0.01912
311.75,0.02395,,289.41667,0.05778,,301.46667,0.02234
311.78333,0.02476,,289.48333,0.26912,,301.63333,0.01928
311.8,0.0225,,289.53333,0.45597,,301.78333,0.01928
311.83333,0.02572,,289.61667,0.49447,,301.95,0.01863
311.86667,0.02524,,289.7,0.49334,,302.1,0.02105
311.95,0.02524,,289.78333,0.48497,,302.26667,0.01606
312.06667,0.03039,,289.85,0.48464,,302.45,0.01831
312.18333,0.02685,,289.9,0.47933,,302.63333,0.02024
312.3,0.02814,,289.95,0.45694,,302.8,0.01235
312.4,0.02637,,290,0.45935,,302.93333,0.02186
312.5,0.02846,,290.05,0.44808,,303.08333,0.02089
312.58333,0.02798,,290.1,0.43439,,303.25,0.02282
312.75,0.02765,,290.15,0.40829,,303.43333,0.0188
312.93333,0.02298,,290.2,0.41522,,303.63333,0.02089
313.08333,0.02556,,290.25,0.40507,,303.88333,0.02008
313.18333,0.02733,,290.31667,0.39605,,304.16667,0.02024
313.23333,0.0291,,290.38333,0.38252,,304.43333,0.01799
313.28333,0.02846,,290.45,0.3888,,304.73333,0.0225
313.33333,0.02379,,290.55,0.45452,,304.95,0.01783
313.38333,0.02782,,290.7,0.50558,,305.13333,0.02057
313.46667,0.02331,,290.83333,0.51315,,305.28333,0.01831
313.6,0.02701,,290.95,0.51638,,305.43333,0.02331
313.8,0.02846,,291.01667,0.53136,,305.56667,0.0188
313.96667,0.02749,,291.08333,0.50623,,305.73333,0.02153
314.2,0.02411,,291.18333,0.50252,,305.88333,0.02024
314.45,0.02492,,291.26667,0.5051,,305.98333,0.01944
314.76667,0.02508,,291.36667,0.50929,,306.1,0.01863
315.03333,0.02476,,291.46667,0.50591,,306.2,0.01847
315.2,0.01799,,291.6,0.49898,,306.31667,0.02008
315.31667,0.01155,,291.75,0.4848,,306.41667,0.02024
315.41667,0.00027,,291.88333,0.50317,,306.55,0.01896
315.5,0.00285,,291.98333,0.51299,,306.66667,0.02234
315.56667,0.00317,,292.05,0.3524,,306.83333,0.01412
315.65,0.00575,,292.11667,0.16667,,306.96667,0.01847
315.73333,0.00446,,292.18333,0.21709,,307.11667,0.01799
315.83333,0.00994,,292.18333,0.25188,,307.23333,0.02024
315.96667,0.01702,,292.18333,0.32195,,307.36667,0.01815
316.13333,0.02395,,292.2,0.33371,,307.51667,0.01509
316.33333,0.02121,,292.2,0.34563,,307.68333,0.01171
316.51667,0.02331,,292.2,0.36222,,307.83333,0.01364
316.66667,0.0254,,292.2,0.3735,,307.95,0.01622
316.85,0.02669,,292.2,0.38767,,308.1,0.02057
316.86667,0.02637,,292.21667,0.45694,,308.2,0.01541
316.86667,0.02637,,292.21667,0.46274,,308.31667,0.01912
316.88333,0.02862,,292.21667,0.46209,,308.45,0.01976
316.88333,0.0291,,292.23333,0.46837,,308.56667,0.0188
316.88333,0.02959,,292.23333,0.47595,,308.68333,0.01863
316.88333,0.02701,,292.23333,0.4716,,308.78333,0.01396
316.9,0.02669,,292.25,0.431,,308.86667,0.02041
316.91667,0.02476,,292.26667,0.44083,,308.93333,0.0188
316.91667,0.02572,,292.28333,0.45388,,309,0.01348
316.91667,0.02492,,292.3,0.45033,,309.06667,0.01573
316.93333,0.02701,,292.3,0.44212,,309.15,0.01783
316.93333,0.02637,,292.3,0.44421,,309.21667,0.0167
316.93333,0.02298,,292.3,0.48029,,309.26667,0.0167
316.95,0.0283,,292.3,0.45565,,309.33333,0.01718
316.96667,0.02588,,292.3,0.47176,,309.41667,0.01477
316.96667,0.02685,,292.3,0.49028,,309.51667,0.01702
316.96667,0.02331,,292.3,0.49141,,309.58333,0.01477
316.96667,0.02701,,292.3,0.50397,,309.65,0.01509
316.96667,0.02363,,292.3,0.53071,,309.73333,0.0167
316.96667,0.02492,,292.3,0.5291,,309.85,0.01396
316.96667,0.02427,,292.3,0.53136,,310,0.01573
316.96667,0.02298,,292.3,0.53281,,310.13333,0.01799
316.95,0.02379,,292.3,0.51831,,310.23333,0.01445
316.95,0.02637,,292.3,0.51283,,310.33333,0.01622
316.95,0.02492,,292.28333,0.51154,,310.56667,0.01686
316.95,0.02943,,292.28333,0.51332,,310.85,0.01702
316.93333,0.02749,,292.28333,0.51219,,311.01667,0.01122
316.93333,0.02427,,292.26667,0.51493,,311.11667,0.01235
316.93333,0.02508,,292.26667,0.51332,,311.2,0.01573
316.93333,0.02975,,292.26667,0.5109,,311.31667,0.01638
316.93333,0.02782,,292.26667,0.51444,,311.5,0.01557
316.93333,0.02765,,292.26667,0.50864,,311.8,0.01219
316.93333,0.02459,,292.26667,0.51283,,312.05,0.00494
316.93333,0.02427,,292.26667,0.51267,,312.18333,0.0051
316.93333,0.02476,,292.26667,0.51267,,312.33333,0.00494
316.93333,0.02701,,292.26667,0.50736,,312.51667,0.00623
316.93333,0.02604,,292.26667,0.51299,,312.7,0.00607
316.93333,0.02427,,292.26667,0.51154,,312.86667,0.00526
316.93333,0.02524,,292.26667,0.51138,,313,0.00575
316.93333,0.02411,,292.26667,0.51026,,313.18333,0.00381
316.93333,0.02556,,292.26667,0.5051,,313.33333,0.00236
316.93333,0.0254,,292.26667,0.51058,,313.5,0.00301
316.93333,0.02395,,292.26667,0.50897,,313.63333,0.00027
316.93333,0.02685,,292.26667,0.50752,,313.73333,0.00381
316.93333,0.02508,,292.26667,0.50993,,313.83333,0.00655
316.93333,0.02749,,292.26667,0.50558,,313.88333,0.00704
316.93333,0.02733,,292.26667,0.50816,,313.93333,0.00623
316.93333,0.02862,,292.26667,0.50381,,313.98333,0.01461
316.93333,0.02524,,292.26667,0.51042,,314.03333,0.01493
316.93333,0.02637,,292.25,0.50639,,314.1,0.01428
316.91667,0.02443,,292.25,0.50784,,314.15,0.01477
316.91667,0.02411,,292.25,0.50703,,314.21667,0.01396
316.91667,0.02476,,292.25,0.51106,,314.3,0.01412
316.91667,0.02749,,292.25,0.50784,,314.43333,0.01541
316.91667,0.02975,,292.25,0.50864,,314.63333,0.01203
316.91667,0.02669,,292.25,0.5043,,314.85,0.01058
316.91667,0.02524,,292.25,0.50655,,315.11667,0.01573
316.91667,0.0225,,292.25,0.50542,,315.38333,0.01493
316.91667,0.02685,,292.25,0.51154,,315.58333,0.01122
316.91667,0.02572,,292.25,0.51396,,315.71667,0.01557
316.91667,0.02298,,292.25,0.52314,,315.81667,0.0159
316.91667,0.02733,,292.25,0.50993,,315.9,0.01364
316.91667,0.02604,,292.25,0.50607,,315.98333,0.01332
316.91667,0.02379,,292.25,0.50687,,316.1,0.01155
316.91667,0.02669,,292.25,0.50478,,316.23333,0.01284
316.91667,0.02218,,292.25,0.50703,,316.35,0.01267
316.91667,0.02685,,292.25,0.50268,,316.53333,0.00639
316.91667,0.02604,,292.25,0.50349,,316.7,0.00994
316.91667,0.02314,,292.25,0.50671,,316.86667,0.00285
316.91667,0.0262,,292.25,0.50542,,317,0.00398
316.91667,0.02459,,292.25,0.50703,,317.1,0.00446
316.91667,0.0262,,292.25,0.50897,,317.2,0.01155
316.91667,0.02878,,292.25,0.50768,,317.26667,0.00961
,,,292.25,0.50607,,317.26667,0.00881
,,,292.25,0.51154,,317.28333,0.01187
,,,292.25,0.50478,,317.28333,0.01251
,,,292.25,0.50558,,317.28333,0.00591
,,,292.25,0.51171,,317.28333,0.00543
,,,292.25,0.51106,,317.3,0.00897
,,,292.25,0.50446,,317.3,0.01026
,,,292.25,0.50172,,317.3,0.0072
,,,292.25,0.50204,,317.31667,0.0072
,,,292.25,0.50349,,317.33333,0.00832
,,,292.25,0.50301,,317.36667,0.01267
,,,292.25,0.50526,,317.41667,0.00929
,,,292.25,0.50397,,317.43333,0.00478
,,,292.25,0.50397,,317.43333,0.01187
,,,292.25,0.50317,,317.45,0.01139
,,,292.25,0.50397,,317.45,0.01638
,,,292.25,0.50671,,317.45,0.01122
,,,292.25,0.50784,,317.43333,0.0167
,,,292.25,0.50575,,317.43333,0.01428
,,,292.25,0.50655,,317.43333,0.01267
,,,292.25,0.50397,,317.43333,0.01187
,,,292.25,0.50687,,317.41667,0.0109
,,,292.25,0.50542,,317.41667,0.0014
,,,292.25,0.50784,,317.4,0.01074
,,,292.25,0.50687,,317.4,0.00768
,,,292.25,0.50752,,317.4,0.00462
,,,292.25,0.50736,,317.4,0.00784
,,,292.25,0.50333,,317.4,0.00688
,,,292.25,0.50752,,317.4,0.00977
,,,292.25,0.50236,,317.4,0.01139
,,,292.25,0.50768,,317.4,0.00446
,,,292.25,0.50703,,317.4,0.00897
,,,292.25,0.50542,,317.4,0.01106
,,,292.25,0.50719,,317.4,0.00929
,,,292.25,0.50301,,317.4,0.00784
,,,292.25,0.50687,,317.4,0.00349
,,,292.25,0.50268,,317.38333,0.00784
,,,292.25,0.508,,317.38333,0.01122
,,,292.25,0.50462,,317.38333,0.00994
,,,292.25,0.50864,,317.38333,0.00688
,,,292.25,0.50542,,317.38333,0.0109
,,,292.25,0.50526,,317.38333,0.01058
,,,292.25,0.5022,,317.38333,0.01058
,,,292.25,0.49334,,317.38333,0.00816
,,,292.25,0.50397,,317.38333,0.00977
,,,292.25,0.50526,,317.38333,0.01058
,,,292.25,0.50977,,317.38333,0.00929
,,,292.25,0.50913,,317.38333,0.00961
,,,292.25,0.50494,,317.38333,0.00784
,,,292.25,0.50446,,317.38333,0.01171
,,,292.25,0.50494,,317.38333,0.01074
,,,292.25,0.50607,,317.38333,0.00881
,,,292.25,0.50655,,317.38333,0.00897
,,,292.25,0.50172,,317.38333,0.01203
,,,292.25,0.50526,,317.38333,0.00929
,,,292.25,0.50864,,317.38333,0.00994
,,,292.25,0.50575,,317.38333,0.00913
,,,292.25,0.50719,,317.38333,0.0109
,,,292.25,0.50558,,317.38333,0.01187
,,,292.25,0.50623,,317.38333,0.00816
,,,292.25,0.50349,,317.38333,0.00897
,,,292.25,0.50591,,317.38333,0.008
,,,292.25,0.50252,,317.38333,0.01122
,,,292.25,0.50623,,317.38333,0.00929
,,,292.25,0.50929,,317.38333,0.00784
,,,292.25,0.51428,,317.38333,0.00961
,,,292.25,0.50156,,317.38333,0.0072
,,,292.25,0.50075,,317.38333,0.00897
,,,292.25,0.50816,,317.38333,0.008
,,,292.25,0.50558,,317.38333,0.00784
,,,292.25,0.49205,,317.38333,0.0109
,,,292.25,0.50671,,317.38333,0.01155
,,,292.25,0.50462,,317.38333,0.00849
,,,292.25,0.50091,,317.38333,0.00961
,,,292.25,0.50671,,317.38333,0.01074
,,,292.25,0.50494,,317.38333,0.00945
,,,292.25,0.5051,,317.38333,0.01058
,,,292.25,0.50236,,317.38333,0.00832
,,,292.25,0.50059,,317.38333,0.00929
,,,292.25,0.5014,,317.38333,0.01235
,,,292.25,0.50317,,317.38333,0.00752
,,,292.25,0.50397,,317.38333,0.00704
,,,292.25,0.50285,,317.38333,0.0101
,,,292.25,0.50268,,317.38333,0.00945
,,,292.25,0.50123,,317.38333,0.00688
,,,292.25,0.50285,,317.36667,0.01026
,,,292.25,0.50558,,317.36667,0.01058
,,,292.25,0.50526,,317.36667,0.00881
,,,292.25,0.50446,,317.36667,0.008
,,,292.25,0.50236,,317.36667,0.00849
,,,292.25,0.50591,,317.36667,0.00849
,,,292.25,0.50575,,317.36667,0.0109
,,,292.25,0.50333,,317.36667,0.00655
,,,292.25,0.50365,,317.36667,0.00881
,,,292.25,0.50462,,317.36667,0.01251
,,,292.25,0.50301,,317.36667,0.00736
,,,292.25,0.4906,,317.36667,0.00994
,,,292.25,0.50172,,317.36667,0.00849
,,,292.25,0.50349,,317.36667,0.00832
,,,292.25,0.49914,,317.36667,0.01042
,,,292.25,0.50478,,317.36667,0.008
,,,292.25,0.50349,,317.36667,0.00977
,,,292.25,0.50285,,317.36667,0.01187
,,,292.25,0.50462,,317.36667,0.00881
,,,292.25,0.50349,,317.36667,0.00945
,,,292.25,0.50252,,317.36667,0.00849
,,,292.25,0.50446,,317.36667,0.01203
,,,292.25,0.50236,,317.36667,0.00832
,,,292.25,0.49979,,317.36667,0.01042
,,,292.25,0.50188,,317.36667,0.00752
,,,292.25,0.50591,,317.36667,0.01026
,,,292.25,0.50413,,317.36667,0.0109
,,,,,,317.36667,0.00849
,,,,,,317.36667,0.00994
,,,,,,317.36667,0.01058
,,,,,,317.36667,0.01187
,,,,,,317.36667,0.00784
,,,,,,317.36667,0.00961
,,,,,,317.36667,0.00832
,,,,,,317.36667,0.01187
,,,,,,317.36667,0.01106
,,,,,,317.36667,0.00977
,,,,,,317.36667,0.01139
,,,,,,317.36667,0.00816
,,,,,,317.36667,0.00897
,,,,,,317.36667,0.00865
,,,,,,317.36667,0.00897
,,,,,,317.36667,0.01139
,,,,,,317.36667,0.01139
,,,,,,317.36667,0.00994
,,,,,,317.36667,0.01284
,,,,,,317.36667,0.01219
,,,,,,317.36667,0.01058
,,,,,,317.36667,0.00591
,,,,,,317.36667,0.00881
,,,,,,317.36667,0.01026
,,,,,,317.36667,0.01235
,,,,,,317.36667,0.00849
,,,,,,317.36667,0.00961
,,,,,,317.36667,0.00913
,,,,,,317.36667,0.01219
,,,,,,317.36667,0.00526
